날짜,남컨물동량,남해2지선_가락IC-서부산TG_lag0,중앙선_대동IC-초정IC_lag10,부산신항선_진해IC-남문대교_lag0
2023-10-12,-2185.1649484536083,-960.6334033613448,-492.41180672268905,628.5693069306926
2023-10-14,710.6400000000003,-618.8189539748951,-3121.7590336134454,118.313432835821
2023-10-15,-3825.073619631902,-1262.0618487394954,-3140.6997890295356,61.865671641791096
2023-10-16,-2146.92,-1348.4558403361343,-3256.51474789916,571.6584158415844
2023-10-18,-716.242574257426,-991.0712658227849,-1364.3281092436976,534.5566502463053
2023-10-19,-2470.1649484536083,-1157.8334033613446,-492.41180672268905,487.5693069306926
2023-10-21,1919.6400000000003,-730.1189539748952,-3121.7590336134454,238.313432835821
2023-10-22,-930.0736196319021,-1182.8018487394954,-3140.6997890295356,181.8656716417911
2023-10-23,1512.08,-1503.8858403361346,-3256.51474789916,457.65841584158443
2023-10-25,-327.242574257426,-904.4012658227848,-1364.3281092436976,922.5566502463053
2023-10-26,-1968.1649484536083,-1087.9634033613447,-492.41180672268905,661.5693069306926
2023-10-28,4729.64,-737.4089539748952,-3121.7590336134454,481.313432835821
2023-10-29,368.92638036809785,-1234.7318487394955,-3140.6997890295356,253.8656716417911
2023-10-30,-63.92000000000007,-1494.235840336135,-3256.51474789916,422.65841584158443
2023-11-01,-7.242574257425986,6600.338734177215,-1364.3281092436976,34.55665024630525
2023-11-02,-1420.1649484536083,6662.236596638656,-492.41180672268905,-123.43069306930738
2023-11-04,1174.6400000000003,3686.271046025105,-3121.7590336134454,-146.686567164179
2023-11-06,-1439.92,7749.244159663865,-3256.51474789916,138.65841584158443
2023-11-08,-1602.242574257426,8159.538734177216,-1364.3281092436976,48.55665024630525
2023-11-09,1389.8350515463917,7857.336596638655,-492.41180672268905,222.56930693069262
2023-11-10,-1104.865168539326,8210.722352941177,-2838.3844725738395,-2.119999999999891
2023-11-11,2105.6400000000003,6294.491046025105,-3121.7590336134454,35.313432835821004
2023-11-12,217.92638036809785,3531.4981512605045,-3140.6997890295356,50.865671641791096
2023-11-13,507.0799999999999,8499.664159663866,-3256.51474789916,323.65841584158443
2023-11-14,2744.6792452830186,6927.1579916318,-3133.726075949367,303.86138613861385
2023-11-15,-3098.242574257426,7818.558734177216,-1364.3281092436976,318.55665024630525
2023-11-16,-3613.1649484536083,6746.016596638655,-492.41180672268905,430.5693069306926
2023-11-19,-1947.0736196319021,3767.3681512605044,-3140.6997890295356,85.8656716417911
2023-11-20,6276.08,7967.5341596638655,-3256.51474789916,863.6584158415844
