날짜,북컨물동량,남해선(순천-부산)_김해JC-동김해IC_lag0,남해선(순천-부산)_북부산TG-김해JC_lag0,중앙선_대감JC-대동IC_lag0,부산신항선_대청IC-진해IC_lag1
2022-01-01,946.4326923076915,-1428.306525423729,-383.6847457627118,-2633.2326359832637,99.34582089552242
2022-01-02,641.8173076923085,-24.726134453781583,264.61012605042015,-344.7547698744768,252.6866336633666
2022-01-03,-2535.004926108375,1221.432616033755,2575.499240506329,-317.42326359832623,465.22668316831687
2022-01-04,6113.149758454107,1501.0817721518988,2928.831308016878,137.70020920502066,504.8101970443349
2022-01-05,-5778.859903381643,1690.8228691983113,3032.7826160337545,297.22139240506294,298.56490099009943
2022-01-06,-5826.879227053139,1899.4630672268904,3162.756134453782,245.79411764705947,488.9389500000002
2022-01-07,4645.995121951219,1383.1546218487392,2884.8214830508477,-123.9415062761509,347.34532338308463
2022-01-08,-1474.5673076923085,848.943474576271,1392.0052542372882,281.51736401673634,411.2758208955224
2022-01-09,-3523.1826923076915,75.39386554621842,340.61012605042015,-241.69476987447683,465.9266336633664
2022-01-10,1462.995073891625,1915.9626160337548,3172.839240506329,783.5467364016731,430.9066831683167
2022-01-11,-812.8502415458934,1947.4717721518982,3115.941308016878,509.19020920502044,562.6201970443349
2022-01-12,1254.1400966183573,1784.6928691983112,3084.932616033755,235.09139240506374,406.5949009900992
2022-01-13,-3833.8792270531394,1736.033067226891,3141.366134453782,279.1241176470594,467.71894999999995
2022-01-14,-3343.0048780487814,1669.1546218487392,2972.7214830508474,238.44849372385033,316.5053233830847
2022-01-15,8035.4326923076915,882.3334745762709,1424.3752542372881,391.5973640167367,434.1158208955224
2022-01-16,-3758.1826923076915,44.21386554621847,314.62012605042014,-249.8647698744769,415.2566336633663
2022-01-17,2135.995073891625,1864.7526160337547,3077.589240506329,808.7467364016738,424.6566831683167
2022-01-18,1688.1497584541066,2305.081772151899,3142.491308016878,534.7302092050195,204.94019704433504
2022-01-19,-337.85990338164265,3466.6128691983113,3199.812616033755,748.7413924050634,454.4749009900993
2022-01-20,-4129.879227053139,3072.653067226891,3039.866134453782,-53.29588235294068,475.62895000000026
2022-01-21,2722.9951219512186,3202.234621848739,2996.241483050848,389.51849372385004,486.07532338308465
2022-01-22,-165.56730769230853,1772.7434745762712,1539.725254237288,702.0473640167365,9.9958208955224
2022-01-23,-1926.1826923076915,333.9338655462185,364.09012605042017,-199.39476987447688,703.2066336633666
2022-01-24,2781.995073891625,4097.282616033755,3530.659240506329,1553.3267364016738,600.626683168317
2022-01-25,-1114.8502415458934,4009.2317721518984,3532.9313080168777,1157.0502092050192,757.230197044335
2022-01-26,-532.8599033816427,3998.222869198312,3470.672616033755,1442.601392405064,572.9449009900991
2022-01-27,7917.120772946861,3438.6230672268903,3222.6361344537822,598.3841176470596,329.5689500000003
2022-01-28,569.9951219512186,2946.85462184874,2643.5614830508475,110.15849372384946,-287.80467661691523
2022-01-29,5657.4326923076915,1127.0334745762711,1132.5852542372882,303.14736401673645,-142.67417910447762
2022-01-30,-1446.1826923076915,175.73386554621845,271.0601260504201,-346.2547698744768,-2225.5533663366336
2022-01-31,-4309.004926108375,-3546.907383966245,-1284.230759493671,-7343.003263598326,-2621.273316831683
2022-02-01,-5011.850241545893,-4895.498227848102,-2066.418691983122,-9043.90979079498,-2342.019802955665
2022-02-02,-2670.8599033816427,-3741.527130801688,-1399.0373839662452,-7837.968607594937,-213.8250990099009
2022-02-03,-771.8792270531394,1513.9230672268905,2072.086134453782,-2150.4958823529405,153.42895
2022-02-04,-2055.0048780487814,2623.0946218487397,2623.9314830508474,-229.2615062761506,290.3653233830846
2022-02-05,1209.4326923076915,1460.443474576271,1377.0652542372882,339.36736401673625,369.90582089552237
2022-02-06,1499.8173076923085,365.2738655462184,388.72012605042016,-157.60476987447691,541.6066336633662
2022-02-07,-1924.004926108375,3321.672616033755,3145.7692405063294,803.2267364016734,711.9666831683166
2022-02-08,5477.149758454107,3315.371772151898,3150.831308016878,737.2802092050206,554.670197044335
2022-02-09,-3836.8599033816427,3243.7528691983107,3007.4926160337545,590.6513924050632,596.7949009900994
2022-02-10,1352.1207729468606,3349.6830672268916,3094.8461344537823,320.23411764706,614.19895
2022-02-11,-2608.0048780487814,2874.1346218487397,2801.491483050848,147.4884937238494,467.1553233830846
2022-02-12,1987.4326923076915,1481.213474576271,1370.7352542372882,462.61736401673625,207.82582089552233
2022-02-13,122.81730769230853,375.37386554621855,377.09012605042017,-109.89476987447688,666.0066336633663
2022-02-14,1677.995073891625,3615.092616033755,3111.839240506329,1013.7867364016747,401.37668316831696
2022-02-15,-282.85024154589337,3286.301772151898,2955.231308016878,456.21020920501905,491.3701970443349
2022-02-16,5940.140096618357,3022.5328691983113,2843.462616033755,25.281392405062434,454.11490099009916
2022-02-17,388.1207729468606,2852.783067226891,2890.076134453782,58.75411764705859,560.7089500000002
2022-02-18,40.99512195121861,3389.394621848739,2979.2714830508476,467.90849372384946,-122.84467661691542
2022-02-19,1444.4326923076915,1444.8034745762711,1358.0052542372882,289.3073640167363,-6.74417910447761
2022-02-20,39.81730769230853,294.5638655462184,345.0401260504201,-198.6147698744769,345.44663366336636
2022-02-21,4251.995073891625,3355.732616033755,3142.379240506329,1125.506736401674,232.81668316831656
2022-02-22,434.14975845410663,3128.8617721518976,3104.941308016878,590.4502092050207,318.5901970443351
2022-02-23,2687.1400966183573,3623.2128691983116,3143.012616033755,730.7813924050624,446.6049009900994
2022-02-24,3570.1207729468606,2943.8030672268906,3119.746134453782,835.2141176470595,447.84895000000006
2022-02-25,2616.9951219512186,3431.9546218487403,3132.741483050848,1037.34849372385,642.8553233830846
2022-02-26,4136.4326923076915,2366.4434745762715,1823.245254237288,1593.857364016736,171.7458208955224
2022-02-27,2422.8173076923085,412.2938655462184,390.0801260504202,-19.294769874476742,624.7466336633665
2022-02-28,3747.995073891625,3337.6526160337553,2953.039240506329,1222.3267364016738,-1151.0133168316831
2022-03-01,257.14975845410663,-1561.6782278481014,-33.8286919831221,-5275.55979079498,326.17019704433505
2022-03-02,634.1400966183573,2537.9228691983117,2751.132616033755,-56.798607594937494,603.8249009900992
2022-03-03,-1240.8792270531394,2146.0930672268905,3360.7261344537824,1214.0941176470587,607.67895
2022-03-04,8718.995121951219,1890.0546218487398,3009.751483050847,1125.3384937238498,386.44532338308477
2022-03-05,129.43269230769147,912.483474576271,1420.2752542372882,519.7173640167366,274.05582089552234
2022-03-06,-1563.1826923076915,213.58386554621836,413.3201260504202,-18.604769874476915,900.1166336633664
2022-03-07,-1199.004926108375,2508.5726160337545,3475.9792405063295,2017.9967364016738,677.9766831683169
2022-03-08,546.1497584541066,2060.8617721518985,3229.4613080168783,1281.2202092050193,-1104.529802955665
2022-03-09,694.1400966183573,-2256.2971308016886,-37.09738396624516,-5342.268607594937,490.06490099009943
2022-03-10,3871.1207729468606,1664.3330672268912,3102.496134453782,439.78411764705925,705.5689500000003
2022-03-11,-1703.0048780487814,2257.2846218487393,3309.241483050848,1901.8284937238495,294.47532338308474
2022-03-12,396.43269230769147,1717.213474576271,2093.3852542372883,1907.857364016736,-58.77417910447764
2022-03-13,1463.8173076923085,43.39386554621842,318.8901260504201,-216.71476987447681,321.46663366336634
2022-03-14,906.995073891625,1765.6626160337546,2887.0192405063294,859.5167364016743,290.62668316831696
2022-03-15,400.14975845410663,1891.4817721518984,3078.991308016878,909.2002092050207,194.96019704433502
2022-03-16,-68.85990338164265,2005.2928691983116,3136.212616033755,929.7513924050636,107.9549009900993
2022-03-17,683.1207729468606,1729.4330672268907,3041.916134453782,579.9541176470593,-87.70104999999967
2022-03-18,-153.0048780487814,1100.14462184874,2426.411483050847,-587.65150627615,-301.3746766169154
2022-03-19,-1755.5673076923085,466.63347457627106,1166.265254237288,-308.4226359832637,-57.3141791044776
2022-03-20,356.81730769230853,51.513865546218426,310.3001260504201,-281.8547698744769,432.3066336633665
2022-03-21,1235.995073891625,2198.8226160337545,3219.169240506329,1236.1267364016749,278.9366831683169
2022-03-22,2274.1497584541066,1920.0117721518982,3168.371308016878,867.710209205019,225.8501970443349
2022-03-23,1855.1400966183573,1883.0228691983111,3155.462616033755,861.8613924050624,220.0549009900992
2022-03-24,-409.8792270531394,1936.4130672268911,3204.5161344537823,529.4941176470602,130.92895
2022-03-25,5840.995121951219,1791.2346218487392,3000.371483050847,931.5484937238489,-143.91467661691536
2022-03-26,-4662.5673076923085,396.88347457627106,1066.1952542372883,-177.36263598326377,-14.954179104477646
2022-03-27,3620.8173076923085,112.47386554621846,345.59012605042017,-189.64476987447688,327.46663366336634
2022-03-28,7868.995073891625,2094.732616033755,3075.999240506329,1113.336736401674,375.31668316831656
2022-03-29,-1277.8502415458934,1978.4117721518987,3138.7213080168776,682.2802092050206,112.03019704433518
2022-03-30,4099.140096618357,1714.6128691983113,2978.922616033755,587.521392405064,70.6049009900994
2022-03-31,-1356.8792270531394,1556.403067226891,2909.6961344537817,78.1941176470591,545.3089500000001
2022-04-01,2391.9951219512186,1733.4346218487399,2864.041483050847,321.5484937238489,448.98532338308473
2022-04-02,-4300.5673076923085,483.2934745762709,1082.495254237288,-326.7926359832636,83.52582089552237
2022-04-03,6494.8173076923085,103.29386554621851,349.5501260504201,-209.67476987447685,532.6466336633666
2022-04-04,2429.995073891625,2200.7526160337547,3275.999240506329,1055.9567364016748,573.4666831683166
2022-04-05,-659.8502415458934,1876.381772151898,3195.1713080168784,609.7402092050197,641.4901970443348
2022-04-06,692.1400966183573,1971.9728691983119,3031.7426160337545,393.141392405063,484.1749009900991
2022-04-07,2707.1207729468606,1489.3530672268907,2779.3861344537822,-200.85588235294017,433.69894999999997
2022-04-08,-2037.0048780487814,2001.8246218487393,3040.9814830508476,541.8684937238504,226.18532338308455
2022-04-09,-1032.5673076923085,1418.2034745762712,1844.1052542372881,954.5773640167363,147.72582089552242
2022-04-10,1172.8173076923085,191.1738655462185,415.7801260504201,-109.34476987447692,543.5266336633663
2022-04-11,-556.004926108375,1877.2826160337545,3021.999240506329,854.1267364016749,498.98668316831663
2022-04-12,-5127.850241545893,1994.6917721518985,3268.371308016878,788.0702092050196,123.67019704433505
2022-04-13,5269.140096618357,1807.7128691983116,3095.762616033755,944.2313924050632,96.50490099009903
2022-04-14,7001.120772946861,1718.9330672268907,3037.2361344537817,472.8841176470596,523.2089500000002
2022-04-15,-686.0048780487814,1920.3746218487395,2978.911483050847,554.4984937238496,429.5453233830847
2022-04-16,-285.56730769230853,1142.753474576271,1559.955254237288,584.9573640167364,53.02582089552237
2022-04-17,358.81730769230853,361.1038655462186,535.5301260504201,104.28523012552319,593.5466336633663
2022-04-18,1659.995073891625,2292.432616033755,3251.2692405063294,1407.7067364016748,476.7066831683169
2022-04-19,2327.1497584541066,2105.9017721518985,3202.731308016878,899.2802092050206,447.92019704433505
2022-04-20,909.1400966183573,2063.7028691983114,3068.312616033755,616.7013924050625,388.46490099009907
2022-04-21,13.120772946860598,1625.2230672268906,2839.0561344537823,124.86411764705917,546.8089500000001
2022-04-22,759.9951219512186,1515.4046218487392,2854.781483050848,183.82849372384953,433.32532338308465
2022-04-23,5447.4326923076915,1092.5334745762711,1547.5452542372882,650.897364016736,92.70582089552232
2022-04-24,2757.8173076923085,172.22386554621846,402.09012605042017,-121.05476987447673,485.9166336633666
