statsDt,lkId,roadNm,bgngNodeNm,endNodeNm,spd,vol
2026-08-02T19:00:00,1380009400,마린시티1로,부산해양경찰서운촌출장소,탐앤탐스해운대마린시티점,13.17,0.0
2026-08-02T19:00:00,1380007900,마린시티1로,윤앤정,탐앤탐스해운대마린시티점,26.59,0.0
2026-08-02T19:00:00,1380009200,-,부산은행마린시티영업소,탐앤탐스해운대마린시티점,16.5,0.0
2026-08-02T19:00:00,1380009600,-,경남은행해운대지점,탐앤탐스해운대마린시티점,25.67,0.0
2026-08-02T19:00:00,1380008300,마린시티3로,윤앤정,부산은행마린시티영업소,12.75,0.0
2026-08-02T19:00:00,1380009100,-,탐앤탐스해운대마린시티점,부산은행마린시티영업소,11.08,0.0
2026-08-02T19:00:00,1380010000,-,네일샵,부산은행마린시티영업소,14.75,0.0
2026-08-02T19:00:00,1380010200,마린시티3로,해운대하나로교회,부산은행마린시티영업소,14.17,0.0
2026-08-02T19:00:00,1380008600,동백로,동백사거리,웨스틴조선호텔,21.0,0.0
2026-08-02T19:00:00,1380008900,마린시티2로,테라로사해운대마린시티점,네일샵,12.83,0.0
2026-08-02T19:00:00,1380009900,-,부산은행마린시티영업소,네일샵,13.58,0.0
2026-08-02T19:00:00,1380010800,수영만1길,마린시티자이아파트,네일샵,9.5,0.0
2026-08-02T19:00:00,1380011000,마린시티2로,우리은행마린시티지점,네일샵,9.42,0.0
2026-08-02T19:00:00,1380010500,해운대해변로,부산해양경찰서운촌출장소,경남은행해운대지점,17.84,0.0
2026-08-02T19:00:00,1380009500,-,탐앤탐스해운대마린시티점,경남은행해운대지점,7.5,0.0
2026-08-02T19:00:00,1380011800,해운대해변로,해운대하나로교회,경남은행해운대지점,23.42,0.0
2026-08-02T19:00:00,1380012000,-,해운대동백두산위브더제니스아파,경남은행해운대지점,10.58,0.0
2026-08-02T19:00:00,1380009700,마린시티1로,파크하얏트부산호텔,마린시티자이아파트,23.67,0.0
2026-08-02T19:00:00,1380010700,수영만1길,네일샵,마린시티자이아파트,19.67,0.0
2026-08-02T19:00:00,1380011600,마린시티1로,우3동주민센터,마린시티자이아파트,22.5,0.0
2026-08-02T19:00:00,1380010100,마린시티3로,부산은행마린시티영업소,해운대하나로교회,12.92,0.0
2026-08-02T19:00:00,1380011700,해운대해변로,경남은행해운대지점,해운대하나로교회,29.92,0.0
2026-08-02T19:00:00,1380012600,해운대해변로,우리은행마린시티지점,해운대하나로교회,25.25,0.0
2026-08-02T19:00:00,1380012800,-,부산여성미술협회,해운대하나로교회,17.5,0.0
2026-08-02T19:00:00,1380010900,마린시티2로,네일샵,우리은행마린시티지점,10.0,0.0
2026-08-02T19:00:00,1380012500,해운대해변로,해운대하나로교회,우리은행마린시티지점,21.08,0.0
2026-08-02T19:00:00,1380013400,해운대해변로,우3동주민센터,우리은행마린시티지점,25.66,1737.0
2026-08-02T19:00:00,1380013600,해운대해변로,부산여성미술협회,우리은행마린시티지점,14.84,0.0
2026-08-02T19:00:00,1380011101,해운대해변로,동백사거리,우동761-21,12.42,0.0
2026-08-02T19:00:00,1380011204,해운대해변로,우동1151-15,우동761-21,12.67,0.0
2026-08-02T19:00:00,1380011103,해운대해변로,우동761-21,우동1151-15,7.42,0.0
2026-08-02T19:00:00,1380011203,해운대해변로,해운대그랜드호텔웨딩,우동1151-15,16.42,0.0
2026-08-02T19:00:00,1380011104,해운대해변로,우동1151-15,해운대그랜드호텔웨딩,11.33,0.0
2026-08-02T19:00:00,1380012202,해운대해변로,우동630-5,해운대그랜드호텔웨딩,14.58,0.0
2026-08-02T19:00:00,1380011301,동백로,동백사거리,우동759-1,20.58,0.0
2026-08-02T19:00:00,1380011401,동백로,해운대동백두산위브더제니스아파,우동759-1,11.42,0.0
2026-08-02T19:00:00,1380014800,동백로,운촌삼거리,해운대동백두산위브더제니스아파,33.25,0.0
2026-08-02T19:00:00,1380011900,-,경남은행해운대지점,해운대동백두산위브더제니스아파,15.67,0.0
2026-08-02T19:00:00,1380011302,동백로,우동759-1,해운대동백두산위브더제니스아파,20.5,0.0
2026-08-02T19:00:00,1380011500,마린시티1로,마린시티자이아파트,우3동주민센터,11.67,0.0
2026-08-02T19:00:00,1380013300,해운대해변로,우리은행마린시티지점,우3동주민센터,33.01,2215.0
2026-08-02T19:00:00,1380016200,해운대해변로,한국해양소년단부산연맹,우3동주민센터,32.13,921.0
2026-08-02T19:00:00,1380012101,해운대해변로,해운대그랜드호텔웨딩,우동630-5,13.0,0.0
2026-08-02T19:00:00,1380012201,해운대해변로,해운대해수욕장삼거리,우동630-5,14.58,0.0
2026-08-02T19:00:00,1380014000,해운대해변로,스타벅스해운대점,해운대해수욕장삼거리,14.83,0.0
2026-08-02T19:00:00,1380012102,해운대해변로,우동630-5,해운대해수욕장삼거리,15.75,0.0
2026-08-02T19:00:00,1380013800,해운대로570번길,해운대해수욕장삼거리,해운대해수욕장삼거리,8.34,0.0
2026-08-02T19:00:00,1380019800,해운대해변로,해운대온천사거리,해운대온천사거리,4.83,0.0
2026-08-02T19:00:00,1380020000,중동1로,중동1372-3,해운대온천사거리,6.33,0.0
2026-08-02T19:00:00,1380017900,해운대해변로,노보텔앞삼거리,해운대온천사거리,22.33,0.0
2026-08-02T19:00:00,1380016800,해운대로570번길,부산기계공고삼거리,해운대비지니스호텔지티,18.75,0.0
2026-08-02T19:00:00,1380017000,해운대로594번길,해운대부민병원,해운대비지니스호텔지티,19.42,0.0
2026-08-02T19:00:00,1380012700,-,해운대하나로교회,부산여성미술협회,27.42,0.0
2026-08-02T19:00:00,1380013500,해운대해변로,우리은행마린시티지점,부산여성미술협회,21.92,0.0
2026-08-02T19:00:00,1380018300,해운대해변로,한국해양소년단부산연맹,부산여성미술협회,24.42,0.0
